"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3861","testAddCallVolumeRule","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.SourceCallRateTest","Test","ui.configuration.policies.SourceCallRateTest","testAddCallVolumeRule"
"Verify a Destination Call Volume rule can be edited.","3830","testEditCallVolumeRule","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.DestinationCallRateTest","Test","ui.configuration.policies.DestinationCallRateTest","testEditCallVolumeRule"
"","194","Verify Error Rate rule can be deleted successfully","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.ErrorRateTest","Test","ui.configuration.security.ErrorRateTest","deleteRule"
"","1502","Verify cancelling default user agent creation does not save the entry","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.endDevices.DefaultUserAgentTest","Test","ui.configuration.security.endDevices.DefaultUserAgentTest","cancelAdd"
"","3188","Verify Call Minutes rule can be added successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.CountryCallRateTest","Test","ui.configuration.policies.CountryCallRateTest","addCallMinutesRule"
"","153","Verify DNO Numbers search panel can be opened","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.dno.DNONumbersTest","Test","ui.configuration.security.dno.DNONumbersTest","verifySearchPanelVisibility"
"","1892","Verify cancel functionality when adding rule","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.dos.TDosTest","Test","ui.configuration.security.monitors.dos.TDosTest","shouldCancelAddRule"
"","18","Verify that the RoboCalls configuration page loads successfully after login","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.botnet.RoboCallsTest","Test","ui.configuration.security.botnet.RoboCallsTest","verifyRoboCallsPageLoaded"
"","32509","Verify login failure with invalid username","UI Regression","2026-08-12","failed","2026-08-12","ui.login.CTMLoginTest","Test","ui.login.CTMLoginTest","verifyInvalidUsername"
"","1167","Verify cancelling configuration restores previous Incomplete Calls values","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.IncompleteCallsTest","Test","ui.configuration.security.monitors.IncompleteCallsTest","shouldCancelConfiguration"
"","2565","Verify cancelled banned country is not saved","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.banned.BannedCountriesTest","Test","ui.configuration.security.banned.BannedCountriesTest","cancelAdd"
"","1181","Verify SQL Injection pattern can be updated successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.SQLInjectionTest","Test","ui.configuration.security.monitors.SQLInjectionTest","shouldUpdateSQLPattern"
